customer_tweet_id,customer_text,amazon_response,intent,should_escalate,label_notes
155198,"@AmazonHelp Oui. C’est la première fois pour cette carte mais je vois pas le rapport…
C’est plus cher avec une nouvelle carte ?
#CommercantMaisPasTrop","@151594 Je m'excuse pour cela, avez-vous signalé cet incident à notre service client je vous prie? ^BR",payment_billing,TRUE,
118817,@AmazonHelp thank you!,@142338 We're happy to help! ^GP,other_unclear,FALSE,
108273,@115830 why can I not order and checkout a copy of @115766 WWII through the app,@140031 That's odd! We'd like to help you buy your game! Have you updated your app to the latest version available? ^HM,product_device_issue,TRUE,
103050,@AmazonHelp C10054921473,@138662 Merci de nous l'avoir communiqué. Nous allons remonter l'incident au service concerné. ^SM,other_unclear,TRUE,
4957,"I swear Amazon are trying to annoy me, I've just ordered another package and had a shipped to wrong carrier facility message again and my order may be delayed. 1st echo dot and then 3 packages lost and now another echo dot possibly delayed.","@116877 I'm sorry for the ongoing trouble with your deliveries! Have you had a chance to contact us about this: https://t.co/JzP7hlA23B? If so, what information or options were we able to offer? ^SB",delivery_delay,TRUE,
123441,"@AmazonHelp Si pero no veo ninguna póliza de garantia, como la puedo hacer válida en caso de q lo necesite ?","@143578 Por otra parte, si quieres copia de la garantía del equipo, la puedes descargar directamente desde la página del fabricante. (2/2) ^CB",general_information,FALSE,
142116,"@AmazonHelp Yeah, This kind of reduction of prices like stock market I've observed in only AMAZON. 
If u see Flipkart, Myntra, even in Snapdeal I did not observed these kind of fluctuation. 
And u told about  ""Market Value"" which is not a factor for fluctuating electronic goods prices.","@148070 We do spend considerable effort to ensure our prices are the lowest in the marketplace at any time. Unfortunately, we do not have a price-matching feature at this time. Appreciate your understanding. ^KA",general_information,FALSE,
155199,"Dis moi @120533.
Je passe cde de 2 produits pour 218€ et tu me prélève en 3 fois : 1+39+179 soit 219.
Tu m’explique ???","@151594 Bonjour,
Est-ce la première fois que vous utilisez ctte carte sur le site?
^MD",payment_billing,TRUE,
132527,@AmazonHelp Ben non. C’est à vous de me dire pourquoi ce code ne marche pas,"@145900 Afin qu'on puisse vérifier votre dossier, merci de remplir ce formulaire via un PC : https://t.co/HtUowg2UGX
^SM",general_information,TRUE,
19214,"Can't change my new Email address with @115821 ! I'm repeatedly told: ""There was a problem with your Password""","@120230 Hi, sorry to hear that you're having trouble logging in. Please contact us here:https://t.co/jzvkhdlrK5 to look into this.^JJ",account_login,TRUE,
133901,"@AmazonHelp Commande devant arrivée lundi, toujours pas livrée à l’heure où je poste ce tweet, erreur dans une commande la semaine dernière et enfin, produit de très mauvaise qualité la semaine passée. AU TOP ! 👌",@146164 Je comprends la situation et j'en suis navrée😓 L'avez-vous signalé à notre SAV afin qu'il prenne les mesures nécessaires?^FT,other_unclear,TRUE,"Mixed complaint (late order, order issue, poor product quality); primary intent unclear."
75848,"@AmazonHelp I did, nobody looked into yet! @115851 @115850 @AmazonHelp","@132982 If you've shared the required details on the link provided earlier you must've received a correspondence from us, here: https://t.co/NTkrxpsbHJ. Feel free to revert on it for any concerns. ^YP",other_unclear,TRUE,
136894,@AmazonHelp Would definitely drink to that the moment it happens :),@146877 Fingers crossed for that :) ^SY,other_unclear,FALSE,
52949,@115830 @AmazonHelp,@127925 So sorry about that! We would like to look into this with you in real-time. Please contact us here: https://t.co/JzP7hlA23B ^LS,other_unclear,TRUE,
162100,@AmazonHelp Ja. Komm nicht an der Info vorbei. Bei einem anderen Spiel lief es problemlos,"@153423 Dann melde dich doch am besten mal bei uns im Kundenservice: https://t.co/5RHhEVutwe Wir wollen ja, dass du dein Spiel rechtzeitig bekommst. ;) ^BB",product_device_issue,TRUE,
24056,Hello @115821 order not delivered OD__credit_card__ not delivered but SMS &amp; email received regarding its delivery.ph 08797297187,"@121179 your order/account details, we consider it to be personal info. Our page is visible to the public. (3/3)^SF",delivery_missing,TRUE,
142872,@AmazonHelp Well as I said it’s multiple but I would have thought if I ordered something from prime today (Friday) at 10am I wouldn’t have to wait till Monday to receive it? Plus I’m in Swansea and the amazon warehouse is about 4 miles from my house 😂,@148250 Thank you for the information. Some items can take longer to process. You can find more information here: https://t.co/G8voAavjiV. ^AL,delivery_delay,TRUE,
129731,久しぶりアマゾン使った(๑˃̵ᴗ˂̵) https://t.co/1TGVndU9JG,@145248 ご利用いただきありがとうございました(*'ω'*) 商品の到着をお待ちください！ EK,other_unclear,FALSE,
74802,What was the point of PRE-ORDERING the book if I can't get it on release day? D:&lt; @115830 https://t.co/lN2VAATpHu,"@132740 Hi, sorry to see that. What delivery date was confirmed in the order confirmation email? ^JJ",delivery_delay,TRUE,
158663,"@AmazonHelp It's not from my account , I also know how to track own order. I only have the tracking number. Please help if you can .",@152474 Please ask your friend to reach out to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. ^MK,account_login,TRUE,
21916,"@AmazonHelp なるほど。確認したところ、予約した商品の在庫が無かったから、なかなかメールが来なかったんですね…。
ご丁寧にありがとうございました。",@120776 恐れ入ります。Amazonから発送される商品のご注文の場合は、お届け予定日を目安にお待ちいただければと存じます。どうぞよろしくお願いいたします。　SM,other_unclear,FALSE,
138183,"@AmazonHelp Es ist so, der Artikel ist gerade 44,95€ günstiger als sonst. ;)",@147125 Vielleicht kann als vorübergehende Lösung jemand für dich bestellen? ^AM,general_information,FALSE,
124790,"Uhull! Comprei um Kindle!! Lá se vão vários dinheiros, mas pelo menos vou poder ler sem matar meus olhos kk
@115821 https://t.co/uZGfTCG06e","@143954 Olá, João! Fico contente em saber que você conseguiu aproveitar as nossa promoções. Me diga, quando você receberá seu Kindle? :D ^CR",other_unclear,FALSE,
73422,@AmazonHelp Directly from yourselves!!,@132420 Thanks for that information. You can certainly view your return/replacement options here:http:https://t.co/5RcjVPJgUP ^CR,other_unclear,FALSE,
133805,@146154 @AmazonHelp I had a $100. credit so @115821 cancelled my daughter's 2 presents and processed 3 junks items I ordered for 15.00  so I lost the sale price &amp; claimed my card was declined for the diffence. They chose what to cancel.  Called rep.she was so rude made me cry! Refused a supervisor.,"@144469 Hello! Sorry to hear this, what was advised when you contacted us?^CN",order_change_cancel,TRUE,
64124,@116875 Todos los productos están fuera de México?,"@130718 Buenos días Juan, te comento que no todos los artículos están fuera de México, tenemos productos tanto en territorio mexicano como importados del exterior. ^CJ",general_information,FALSE,
18392,@115850  what’s the use of amazon prime membership if the product reaches me after 2 days of placing the order .. al false promises,@120086 delivered after the estimated delivery date mentioned in the order confirmation email? 2/2 ^SH,prime_membership,TRUE,
35942,@118919 called Glen Service Center to install but thier response is very cool.Pls help https://t.co/eM5K7bkkw7,"@123817 I'm sorry, I'm unable to comprehend your concern, could you please elaborate the issue. ^SU",product_device_issue,TRUE,
11609,"@AmazonHelp お忙しい中、丁寧にありがとうございます。
申告窓口へ報告します。(｀_´)ゞ","@118236 お手数おかけしますが、よろしくお願いします。
最近、Amazonを騙るフィッシングが増えているようでございますので、ご注意くださいませ(*´︶`*) TY",other_unclear,FALSE,
128015,@AmazonHelp How anyone can miscommunicate for more than 10 times R u a BA***** ?@115821 #digitalmafia in #DigitalIndia @127586 @120844 @115851 @4211 @144772 @144770 @144771 @144769 @734 @120319 @120033 @1755 @144775 @120320 @144773,"@144768 For any further assistance, I request you to reply to the email sent to you by the social media team. ^PJ",other_unclear,TRUE,
86103,Very unsure how my @115821 orders are going to be here tomorrow by 8 pm if they haven’t even shipped yet and I ordered them on the 23rd?,@134797 Items can shipped and delivered on the same day. Please keep us updated on its arrival! ^ZW,delivery_delay,TRUE,
133836,"@115821 Bjr! J'ai téléchargé l'application pour bénéficier des 5€ de réduction mais au moment de payer, le montant total n'est pas déduit ! Merci de m'aider","@146159 Bonjour, où avez-vous trouvé la promotion ? ^ARC",payment_billing,TRUE,
158776,@115821 @AmazonHelp I got a gift card can of https://t.co/TxfRRfvKgb  can I get it converted to same amount to @115850 @115851,"@152501 I understand your concern about the gift card transfer. As our websites operate independently, we wouldn't be able to transfer the gift card from https://t.co/nUUp5MLhYl to Amazon.in. Appreciate your understanding. ^SV",payment_billing,TRUE,
125349,"@AmazonHelp Só livros! Eu que agradeço, o atendimento de vocês é sempre um grande diferencial. 😘","@144105 Luciane, agradecemos seus comentários, se você precisar de assistência por favor não hesite em nos contatar. 😉❤️  ^NB",other_unclear,FALSE,
64052,"@AmazonHelp So, you can’t tell me what Amazon means by “guaranteed” either? Is there a document you can point me to which clarifies? Not being sarcastic. Actually trying to understand what this means so I can make informed decisions for potential future purchases.","@130704 I'm sorry for the trouble! Our goal is to always meet the Delivery Guarantee provided at checkout. If it's missed, we'll refund the shipping costs. You can learn more here: https://t.co/iDo3lP9Y20 ^JM",general_information,FALSE,
23172,"@115825 Fußball weg, Football weg! Filme und Serien! Mehr!",@121047 Vielen Dank für dein Feedback. Gebe ich gerne weiter! ^DW,general_information,FALSE,
137039,@146907 @120533 @AmazonHelp Oui ça part en sucette. Avec le Prime sur des produits envoyés par Amazon je n'arrive plus à être livré le lendemain que de temps en temps..,"@146905 Bonjour Olivier, rencontrez-vous un problème avec une commande ? ^AR",delivery_delay,TRUE,
3756,"@AmazonHelp I need to change the language of my account to be able to get support, which I don't have the time to do, there's any other way to contact?",@116617 Changing language is just a simple click: https://t.co/CXXk5VglR4 You can reach our support here: https://t.co/aAfOxTGpe1 ^UK,account_login,TRUE,
140064,"@AmazonHelp L'article semble intact. Pas encore eu le temps de signaler. Mais ça semble ne servir à rien, je continu de bénéficier du service exécrable d'Amazon Logistics.","@147600 Nous veillerons à ce que ce type d'incident ne se reproduise plus lors de vos prochaines livraisons. N'ayant pas accès à votre compte via Twitter, je vous invite à contacter notre SAV en cliquant sur le lien suivant : https://t.co/qzuu0dgDXz
^MD",other_unclear,TRUE,
49893,@AmazonHelp That is the problem! I cant access on my account because still on hold! I dont know why! Have a chat for customer service?,@126979 I'm sorry! Use this instead: https://t.co/jzvkhdlrK5 Our phone # will populate when you choose the reason for calling. ^KN,account_login,TRUE,
133737,"@AmazonHelp Der Kollege wollte mir leider nicht helfen. Ich rufe noch Mal an, vielleicht kommt dann ein Mitarbeiter, der mir wirklich hilft, die Bestellung noch dieses Jahr zu bekommen.",@146143 Gib uns ansonsten bitte einfach nochmal kurz Bescheid. Gruß ^TA,delivery_delay,TRUE,
155243,Come on @115830 - the amount of packaging I’ve been getting recently is ridiculous!!! This massive box for a pack of batteries 😳 https://t.co/BZgFAY7Z8a,@151604 Oh gosh! We want to make sure your experience is heard by the appropriate party. Please take a moment to follow this link and give our packaging review team the feedback directly: https://t.co/0vIHD3Sxku ^MJ,general_information,FALSE,
38851,@AmazonHelp I have already fill this form... no updates,"@124478 We've not received your details yet, Lokesh. Please fill in your details via the link provided to better assist you. ^KS",other_unclear,TRUE,
152062,@115830 Help - can't access my account and verification codes are not coming through to my email. no phone numbers anyway and contact on site only possible through log in,@150747 We'd like to help! Please reach out to us here: https://t.co/JzP7hlA23B so we can look into this with you. ^ZW,account_login,TRUE,
18894,"@115850 Funny!Yesterday prime account activation was rs499 , today 999 with 500 cash back into amazon pay . Creepy offer for intense user https://t.co/b0DdLAmFoe","@120224 Umm.. creepy, not sure. The offer was rolled out keeping in mind the benefit of our existing customers. Enjoy! ^AB",prime_membership,TRUE,
58770,"@AmazonHelp Yes she sent me an email which included the sentence ""Your parcel will go back out for delivery on the 2 November 2017"" (that was a direct copy and paste). So.... Can I track it please?",@129378 We do not have access to the tracking info over Twitter. Please call or chat in using this link: https://t.co/JzP7hlA23B,delivery_delay,TRUE,
126099,@AmazonHelp Please update me with a realistic timeline,@144294 Our team is actively working on the issue. We'll get in touch with you as soon as we have an update. ^NS,delivery_delay,TRUE,
98639,Fiz uma compra na @117086 dia 24 e a transportadora Direct disse que meu pedido foi entregue ontem às 17h sendo que NINGUÉM de casa recebeu. Liguei lá para fazer a reclamação e vão averiguar quem assinou e pediu pra eu esperar 48 HORAS,"@137589 Olá Jão! Sentimos muito o acontecido. Por favor, mantenha-nos informados. Se tiver algum incoveniente ou dúvida, fique à vontade para entrar em contato conosco! ^HC",delivery_missing,TRUE,
93740,iPhone X seems to double costly on Amazon India @115850 @115858 . Check it out👇 https://t.co/LRoOvfZmPJ,"@136321 Prices on our website is offered as per seller's discretion. However, we will consider this as feedback and share it internally to get this checked. ^MD",general_information,FALSE,
136956,@115830 bought this ruark in feb ‘17 &amp; this happened today?! (Text is reversed) https://t.co/M8WVDs63dB,"@146891 Sorry to see this, Paul. Have you contacted the manufacturer to go through some troubleshooting tips that might solve this?^SM",product_device_issue,TRUE,
67431,ねぇ、またamazonに登録したVプリカの利用明細が届いたんだけど私今日も昨日も使ってない…この間買い物のためにチャージして、使った後は残額も数百円だしこのままでいいだろ〜と思って登録そのままにしてたら今360円使用されましたってメールが…ええええamazonどーなってんの,@131401 Amazonから心当たりの無い請求が発生している場合には、カスタマーサービスで確認いたします。こちらのURLよりお問合せ下さい。 https://t.co/vp5IbcgGz7 EK,payment_billing,TRUE,
107277,"@115825 habt ihr evtl. Probleme mit dem Download? Immer Fehlermeldung, Limit sei erreicht, habe  aber nur 4 Folgen runtergeladen. Nur bei diesem Gerät verwendet...","@139826 Hi, melde dich gerne mal bei uns im Service - die Kollegen haben Einblick in dein Konto und sehen sich das gerne an: https://t.co/5RHhEVutwe Über den Reiter ""digitale Dienste"" erreichst du die richtigen Ansprechpartner. Gruß ^MI",product_device_issue,TRUE,
128013,@AmazonHelp Haha..How will You define yourself @115821 **************(confused) #digitalmafia in #DigitalIndia @115851 @127586 @120844 @4871 @144769 @734 @120319 @120033 @1755 @144770 @144771 @4211 @144773 @2517 @144775 @120320 https://t.co/GWRBpeYMAl,"@144768 Apologies for the miscommunication. Kindly respond to the latest correspondence from our team with your insight for further assistance. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.^GD",other_unclear,TRUE,
11602,"@AmazonHelp Not in the mailbox, not on the porch, not in my house, not at the neighbors. This was a Prime order, late/lost again.",@118235 I'm sorry those steps didn't help! Who was the carrier for this order? You can check here: https://t.co/Y5jpI9gRhE ^BL,delivery_missing,TRUE,
145688,@115821 what happened to next day delivery i pay a subscription for next day delivery nothing is on next day why?,"@149045 Hi, please have a look here as to why this might be occurring :https://t.co/ydKziEIdhv ^CR",delivery_delay,TRUE,
86153,"@AmazonHelp Ich kenne diesen Feedback-Button &amp; er bringt nichts. Wozu braucht ihr Feedback zu eurer Kartonauswahl, wenn ich mit dem von euch ausgewählten Zustelldienst unzufrieden bin? Ich möchte wieder über DHL beliefert werden. Mehr nicht.","@134805 Der Link führt direkt zum Kundenservice. So haben wir die Möglichkeit uns mit dem Dienstleister in Verbindung zu setzen und ggf. eine Beschwerde in die Wege zu leiten. Es ist natürlich auch in unserem Interesse, dass Lieferungen unversehrt bei dir ankommen. Gruß ^TA",general_information,TRUE,
65771,@AmazonHelp I have contacted them not that they much help only ever insisting they did come when they clearly didn’t !!  This keeps happening .. im not impressed,"@131044 I certainly understand your concern! When you contacted us previously, what information/options were provided? ^HC",delivery_missing,TRUE,
147274,"@AmazonHelp Can you help with an Amazon Prints order? Ordered 11/11, shipped 11/14, tracking hasn't updated since 11/15 and last located in my state just a few miles away...","@149458 Hi. Unfortunately we're unable to view that information through social media. However, if you get in touch: https://t.co/hApLpMlfHN, we'll be happy to look into this. ^DC",delivery_delay,TRUE,
17256,@AmazonHelp wht explanation would you like 2 gv now as mor order got cancelled n products r returned back after waiting 4 mor thn two weeks?,@119798 I'm sorry about that. Could you confirm sharing your details in the link shared earlier? ^GK,order_change_cancel,TRUE,
141048,"@AmazonHelp ok, but can i guarantee that the same thing won’t happen? and also how long does this process usually take, as they are xmas gifts!",@147815 Do you have the option for return/replace or return/refund? ^NV,other_unclear,TRUE,Underlying issue is unclear from this isolated tweet; conservative escalation.
141059,"@AmazonHelp Delay!! For how many days....???give the correct dste n time for it to resolve....

U cannot ask your customers to wait for a half a month or month...",@147817 Please reply to the email you've received from our team and we'll reach out to you. ^KA,delivery_delay,TRUE,
63810,@AmazonHelp Cant reply to ur emails as these are aotomatic mails. And this is the only way to contact and where i getting proper reply.,@130666 You would be sent all the updates on the correspondence so we would request you to check and respond when needed and help the team to get this resolved at the earliest. ^KK,other_unclear,TRUE,
139032,@116928 el cd de bjork que vendeis es digipack o jewelcase?,"@147328 Hola Alberto, ¿podrías brindarnos el enlace del producto por favor? ^FZ",general_information,FALSE,
23195,@AmazonHelp I think it’s amazon. The email doesn’t give any specifics.,"@121050 Thanks for confirming, Liz! Please contact us by phone or chat so that we can help investigate further: https://t.co/JzP7hlA23B ^SD",other_unclear,TRUE,
73600,#Amazon # Delivering Sadness# Received Fake Product # worst customer Experience in the world # Amazon #@132458 #@132459 #@132460 #No replacement # Amazon flooding fake product in India # Stop shopping at Amazon#Lets uninstall Amazon from India # https://t.co/XqGdV7rON1,@131812 I get your situation. We've responded to your concern here: https://t.co/80GCWwU5Qi. Request you to check and do the needful. ^HS,wrong_or_damaged_item,TRUE,
67540,@AmazonHelp All been sorted. Thank you. My refund should be with me in the next few days😊,@131423 Glad to see we could help! If you require any further assistance please don't hesitate to get in contact with us! ^HS,return_refund,FALSE,
69895,@AmazonHelp @115850 @119625 No solution yet. Disappointed!😔😣 https://t.co/2EaOYwTQMj,@131820 We've sent a correspondence to your registered email address. Kindly check for the same. ^AP,other_unclear,TRUE,
122083,Do NOT get sucked into Amazon Free Prime trial. The bastards will charge your bank account over $100 without notifying you.,@143211 Oh no! I'm sorry for the trouble. We'd like to help if we can. Please reach out to us here so we can look into this with you: https://t.co/hApLpMlfHN ^MO,prime_membership,TRUE,
24528,"@121284 Hi, is there a way to play songs from my phone folders or upload them on cloud and play on to my @115833 ?","@121289 play music from services like Amazon Prime Music, Saavn and TuneIn. (2/2) ^GK",product_device_issue,TRUE,
96665,"@AmazonHelp Nein. Auch keine Karte. 
Leider kein Einzelfall, in den letzten 2-3 Wochen häuft es sich. Pakete ohne Zustellversuch bei Läden abgegeben oder Angeblich nicht angetroffen. Ein Paket ist ganz verschwunden. 
Support ist informiert, aber so geht es nicht weiter!","@137097 Der Support wird die nötigen Schritte in die Wege leiten. Bitte melde dich nochmal, wenn wir etwas tun können. ^BL",delivery_missing,TRUE,
325,amazonプライムビデオ、再生エラーが多いです,@115792 ご不便をおかけしております。アプリをご利用でしょうか。強制停止&gt;端末の再起動にて改善する場合がございますので、お試しください。改善しない場合は、状況を確認しご案内させていただきますのでこちらからカスタマーサービスまでご連絡ください。https://t.co/NtNAX2Qh2u ET,product_device_issue,TRUE,
159523,@AmazonHelp I signed up for a year of audible but don't seem to have my coupon for the echo. How do we fix this?,@152723 Can you screenshot of the offer so we can look into this with a specialist? ^DJ,general_information,FALSE,
41509,@115821 Thanks for your amazing shipping times @115821 but I put some thought into this! 😂I'll have to see if Papa Kira (Papa Grinsha) can get it.,@125124 We'd like to help. Who's the carrier: https://t.co/Y5jpI9gRhE? Have you called them for options: https://t.co/XElP6cXQrb? ^CO,other_unclear,FALSE,
136947,"@117086 vcs podem me ajudar? Não estou conseguindo comprar o Kindle usando o cartão de débito, vai para a página de autenticação e da um erro","@146888 Oi Guilherme, o cartão é uma das formas de pagamento aceitas? https://t.co/HETNHVZFpg ^JD",payment_billing,TRUE,
15444,@AmazonHelp You have and it’s been pushed (again) to Friday or possibly Saturday or god forbid Monday. Was told it would be diverted by 8pm tonight.,@119403 Please let us know if doesn't arrive by Friday! We'd like to help! ^ZW,delivery_delay,TRUE,
139011,"@AmazonHelp My book still hasn't been dispatched- today is the last delivery date I was provided, now order is saying: 'Delivery estimate: We need a little more time to provide you with a good estimate. We'll notify you via e-mail as soon as we have an estimated delivery date.' Total joke!","@147322 Sorry to hear about the delay, can you send us a link to the book your waiting for? ^MI",delivery_delay,TRUE,
126876,@117086 Sabe se tem o Gamepass da NFL?,"@144479 Olá! Você pode conferir o calendário dos jogos que serão transmitidos pela Amazon Prime Video, no link: https://t.co/LnI9IU5l26 ^CR",general_information,FALSE,
158667,@AmazonHelp I did for the bb cream.. Not for the eyeliner..   They gave me some amazon credit balance which was hardly for 2-3 days..  I wonder y the cosmetics things are not genuine... It can have several implications..,@152475 Apologies. You may report this to our support team with the same procedure and we will get this issue sorted. ^MN,wrong_or_damaged_item,TRUE,
19212,@118919,"@120265 Hi, how can we help you today? ^HK",other_unclear,TRUE,
107250,"@AmazonHelp It was a Prime delivery, I called again only to find the last person never bothered logging the complaint. At this point I’m one letter box down and on the bad side of my landlord with no clear outcome as to what will happen!","@139820 When you called in again, what did the agent you spoke with advise?",delivery_missing,TRUE,
81257,@AmazonHelp マンガとか音楽も使えるのですか？,@134044 Amazonプライムの特典についてでしょうか？その場合はこちらのページをご覧ください→https://t.co/4zge8YK7Jq SK,general_information,FALSE,
158798,"@AmazonHelp Request give me address of delivery service I will get it collected in Jhansi,I am fed up now","@143382 I'm sorry for the stretch. As requested earlier, please respond to the email received from our (social media) team so that we can assist you further. ^SD",delivery_missing,TRUE,
99763,@AmazonHelp On s’attend à un peu mieux niveau livraison quand on est client Amazon Prime.,"@137843 Je vous comprends parfaitement et vous m'en voyez navrée, afin que l'on puisse effectuer de plus amples vérifications à ce sujet, je vous prie de signaler cet incident à notre service client s'il vous plaît.",prime_membership,TRUE,
69841,"@116090 - Hi there, I contacted the store 4 business days ago but have not heard back. Is there a help email at amazon? I can't make a A-Z claim at this time.",@131814 Hello Julianne - I'm sorry to hear the seller hasn't responded. Please reach out to us by phone or chat so we can look into our options together in real-time: https://t.co/dNXwBZPiM6 ^GR,return_refund,TRUE,
135037,"@AmazonHelp Link to your website page!
https://t.co/HbatKlWp43","@146424 Yes Lisa, we can see that here as well. We are taking a look into this but as the tickets are going on sale very soon, we would advise you to contact us at the link provided. ^MI",general_information,FALSE,
113718,@141260 @115821 I know... I never have these issues with Purolator. Canada Post is terrible. There was definitely someone home when they delivered too,"@141259 Hi! We want you to have great experience with our deliveries, the only way we can improve is with your feedback. Please contact us by phone or chat: https://t.co/Q7Ftz6nj80 Take care! ^DA",delivery_missing,TRUE,
86084,"@AmazonHelp Thanks, i am worried. Have been hearing a lot of news of packages being compromised and the actual product being changed.","@134793 No worries, please share your details using the secured link shared above and we will take care of it. ^MD",wrong_or_damaged_item,TRUE,
64146,@AmazonHelp This is the same reply i am getting for the 9th time,"@130724 I get that you're upset. However, be assured we're working on it and we'll get back to you soon. ^BV",other_unclear,TRUE,
124732,"@AmazonHelp ありがとうございます！
月間でも見放題ですか？","@143940 月間プランをご登録いただくと、会員期間中は、ブライムビデオは見放題となります。
是非！ご検討くださいませ。TY",general_information,FALSE,
80562,@AmazonHelp Tried ordering a briefcase and have called multiple times trying to find out where it is with different answers each time,"@116058 I am sorry you are having a delivery issue with your briefcase Travis! Take a look and see what the tracking is currently showing here  https://t.co/Y5jpI9gRhE Let us know we, are here to help! ^DJ",delivery_missing,TRUE,
138280,@115850 @115851 I received it. Actully my brother received it . But delivery boy informed tht my nunber was non contactable. He was wrong.,"@147146 We're glad to know that you've received your product. However, I'll ensure to forward your comments internally to review. ^MN",other_unclear,FALSE,Delivery complaint but order was ultimately received; no clear operational intent.
21072,@AmazonHelp I have sent it again.,@120613 Thank you for sharing the details. We're working on it &amp; we'll get back to you soon with an update. ^SY,other_unclear,TRUE,
142125,"@115850 #Fraud #Amazon.in #CORRUPTION 
I ordered a phone for my folks using Amazon.in. They have received Maggie noodles (with an invoice for someone else)! Could you please look into it and send them the phone ASAP!!!! https://t.co/y19gOas7bY",@148073 Sorry for the trouble. This doesn't seem to be right. Please report the issue to our support team using this link here: https://t.co/00q4Sqj9zL for assistance. ^KA,wrong_or_damaged_item,TRUE,
31375,Hey @AmazonHelp does the Fire HD with Alexa do calling like the Echo devices?,"@122915 It does not have the same device-to-device calling as the Alexa. However, there are apps for text/calling features via Wi-Fi. ^MJ",general_information,FALSE,
21429,@115850 Hi,"@124656 I get your query with your account. Please reply to the correspondence received from our accounts team, we'll help you. ^BS",other_unclear,FALSE,
59514,"@AmazonHelp Oi pessoal, alguma notícia sobre o Kindle Ilimitado? Não consigo devolver/alugar livros.","@129574 Oi L L, você recebe alguma mensagem de erro ao tentar usar o Kindle Unlimited? ^LG",general_information,TRUE,
124814,"@AmazonHelp ""Dream"" or nightmare? goes on: Got told to re-order for the delivery which is stated as delivered &amp; never did &amp; that I will be refunded. Then talks with @115821 Jamaika &amp; Cape Town with info to wait for 72hours now &amp; they cannot refund + police report needed #CustomerExperience",@143957 I'm sorry for the frustrating experience. I'd like a member of our team to look into this. Please securely provide more information here: https://t.co/sPYBr2a4kV ^EA,delivery_missing,TRUE,
163508,Bilancio del #BlackFriday: martedì farò del locker di @120540 il mio calendario dell’avvento… al 25 dicembre. https://t.co/czT73zxz1R,@153821 vogliamo contribuire a una delle finestrelle! Clicca qui: https://t.co/hCbCzDu7Bj e compila pure i dati richiesti 😊. ^RP,other_unclear,FALSE,
126796,@AmazonHelp Why not answering,@144462 Could you please confirm if you've contacted our support team using the link provided above? ^AM,other_unclear,TRUE,
140890,@AmazonHelp Can you tell drivers not to throw the parcels over 8ft high fences please.,@147793 Without posting any personal account details or info can you explain to us what happened? ^BD,general_information,TRUE,
